gene_symbol,phenotype,mendelian_disease_group,ground_truth
SLC6A19,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SLC6A3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TRIO,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
NIPBL,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
OXCT1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
PDE4D,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HTR1A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HEXB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
MEF2C,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
FBN2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
ETF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HARS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
NR3C1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SPINK5,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
PDGFRB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
NKX2-5,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TUBB2B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TBC1D7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
NHLRC1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
ALDH5A1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HIST1H2AL,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
UQCC2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
FKBP5,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SOBP,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
FIG4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
ARG1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HIVEP2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
EPM2A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TBP,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
ACTB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
AUTS2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
YWHAG,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SGCE,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SLC25A13,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TAF6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
DLD,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
AASS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
CNTNAP2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
DPP6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SHH,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
FGL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TTI2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SLC20A2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HGSNAT,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
DNAJC5B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
IMPA1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
NBN,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
RAD21,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TRAPPC9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SLC1A1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
GLDC,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
C9orf72,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
FXN,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
VPS13A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
HNRNPK,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
AUH,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SPTAN1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TOR1A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
ASS1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
TSC1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
DBH,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
KCNT1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
PMPCA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
INPP5E,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
NOTCH1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
EHMT1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,1
SGO1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PSEN2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IFNGR1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GATM,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FBXO31,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HSD3B2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LMBRD1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CSRP3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PRX,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LHB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
COX14,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DZIP1L,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PTCH2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LHCGR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PEX11B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SNAP29,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CBX2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CPT2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
A4GALT,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ARSB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KYNU,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PIK3CA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KCNQ1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TNNI2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PEX7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
EMC1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
BCHE,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PTPRC,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
EIF2AK3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SPINT2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MYBPC3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CC2D2A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SUCLA2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
REST,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SEC23A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ALX4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AHI1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LPA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
POC1A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ANK2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IER3IP1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SLC35D1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TGM3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FUCA1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AFF4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
B3GALT6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AKT1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PCYT1A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RTEL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AQP3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NOBOX,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KCNE3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SFTPC,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SC5D,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CEP83,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ALG1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TBX3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
STOX1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CENPE,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FAT4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MYD88,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SCN3B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
EYA4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CARD11,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ITGA2B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PKD1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
BTD,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PTDSS1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PTPRO,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TECRL,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RASA1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MTRR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ACAT1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GALNT9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SLC14A1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GORAB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GHR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ORC1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TUBGCP6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TRPM6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PRRX1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CCDC115,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HADHB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FREM2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TUBB3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CFD,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IFNGR2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GARS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GPD1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TMEM126A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PIEZO1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
EMP2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
UROS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ATP6V1B2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RD3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KIF14,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
VWF,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SI,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MARS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
L2HGDH,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PPIB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ACADVL,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
OSTM1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GTF2E2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ANKLE2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IL21,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IL1B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MAB21L2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SDHA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PSAP,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MMAA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CARD9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CLDN1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MAD2L2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
EML1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RSPRY1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HSD17B3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CLDN19,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AGK,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PKD1L1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DNAAF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GALNS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DNM1L,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SERPINE1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AK1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KCNA1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TOE1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
OTUD6B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GHRHR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CACNA1C,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ASIP,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PROP1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CYP7B1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LIPA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GMPPA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
G6PC,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TADA1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GJB2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PRSS56,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NOTCH2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PLAG1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ASCL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MNX1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NFKB2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ARL6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MUT,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IFT172,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NRAS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
APC,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RPL11,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LYZ,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ANTXR2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TAL2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SLC39A14,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CD209,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PPARGC1B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LAMTOR3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SUFU,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SGPL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PHOX2A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FANCA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IRS2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FCN3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MLLT10,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AGXT,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FEZF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ATP1A2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RARB,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
POMC,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SLC34A2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SLC25A46,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HSPA9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FTO,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ABCA4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CENPJ,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HYLS1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LCAT,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RAF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CD19,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ECM1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AARS,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
COL10A1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NPHP3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GP6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
BRAF,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CYP26B1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PLCG2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
UBE3B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CD3G,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CP,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SALL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SDC3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NUP214,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KCNJ2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
AQP7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DDOST,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SMAD9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
INSR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RAB7A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MEFV,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ACTN1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HADH,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PCCA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ADD1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CDK4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MYO5B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DOK7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MYH14,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PLAA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MERTK,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NSD1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
COQ2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MLH1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NDUFAF4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
COL9A2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GCDH,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ANGPTL3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LAMA1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FANCE,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TULP1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GATAD1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MPIG6B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ADGRG6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TMCO1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GATA4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
WDR34,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MFSD8,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SDHAF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
VLDLR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MAPK8IP1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PAPSS2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
G6PC3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SCN4A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DMPK,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
HSPG2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NOP10,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MYL4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
JPH1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IRF7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SDHD,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ABL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RASGRP2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
NDUFS3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
B4GALT7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
BAG3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KLHL7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ZEB2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LDHA,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MRE11,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DSC3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RNASEH2A,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MMP1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FKTN,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
VDR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
BAP1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GFI1B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CHST3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PTCH1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
INPPL1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FOXF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ALG8,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
RTTN,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
GNAQ,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KRT5,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
EDAR,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SIX3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ADCY5,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
IKZF1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PDHX,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SPRY4,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
LARP7,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
PITPNM3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
TNFRSF13B,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
CHUK,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SPAST,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DPM3,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FGF12,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
KCNJ1,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
ACSL6,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
SKI,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
T,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
C9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
FANCF,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
DHCR24,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
MMP9,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
JAK2,PASS_Schizophrenia_Pardinas2018,Psychiatric_Disorder,0
