chr,start,stop,gene_symbol,strand,mendelian_disease_group
1,65886130,66103176,LEPR,+,MODY
1,67632168,67725650,IL23R,+,MODY
1,92940317,92951628,GFI1,-,MODY
1,95448278,95538507,ALG14,-,MODY
1,113454469,113498975,SLC16A1,-,MODY
1,115247084,115259515,NRAS,-,MODY
1,116184573,116240845,VANGL1,+,MODY
1,119957742,119965662,HSD3B2,+,MODY
1,150480486,150486265,ECM1,+,MODY
1,151313115,151319769,RFX5,-,MODY
1,151778546,151804348,RORC,-,MODY
1,154134288,154164611,TPM3,-,MODY
1,155204238,155214653,GBA,-,MODY
1,155867598,155880706,RIT1,-,MODY
1,156084460,156109880,LMNA,+,MODY
1,156123321,156147542,SEMA4A,+,MODY
1,159175048,159176290,ACKR1,+,MODY
1,160258376,160313354,COPA,-,MODY
1,161192082,161193418,APOA2,-,MODY
1,161274524,161279762,MPZ,-,MODY
1,161494035,161496687,HSPA6,+,MODY
1,161511550,161519818,FCGR3A,-,MODY
1,161592987,161601252,FCGR3B,-,MODY
1,161632904,161648444,FCGR2B,+,MODY
1,164528596,164821060,PBX1,+,MODY
1,167399876,167487847,CD247,-,MODY
1,169433148,169455208,SLC19A2,-,MODY
1,172628184,172636012,FASLG,+,MODY
1,182992594,183114727,LAMC1,+,MODY
1,183155173,183214262,LAMC2,+,MODY
1,196621007,196716634,CFH,+,MODY
1,198608097,198726605,PTPRC,+,MODY
1,203830739,203840280,SNRPE,+,MODY
1,204372491,204380944,PPP1R15B,-,MODY
1,205012339,205047171,CNTN2,+,MODY
1,206940947,206945839,IL10,-,MODY
1,207494816,207534311,CD55,+,MODY
1,207627644,207663240,CR2,+,MODY
1,207669472,207815110,CR1,+,MODY
1,209788217,209825820,LAMB3,-,MODY
1,209878135,209908295,HSD11B1,+,MODY
1,218518675,218617961,TGFB2,+,MODY
1,223282747,223316624,TLR5,-,MODY
1,225589203,225615815,LBR,-,MODY
1,227058272,227083804,PSEN2,+,MODY
1,229566992,229569843,ACTA1,-,MODY
1,230838271,230850336,AGT,-,MODY
1,247579457,247612406,NLRP3,+,MODY
10,6052656,6104333,IL2RA,-,MODY
10,8096666,8117164,GATA3,+,MODY
10,14948870,14996094,DCLRE1C,-,MODY
10,16865964,17171816,CUBN,-,MODY
10,18429605,18830688,CACNB2,+,MODY
10,23481459,23483181,PTF1A,+,MODY
10,27293044,27389427,ANKRD26,-,MODY
10,50662525,50747169,ERCC6,-,MODY
10,50822082,50873150,CHAT,+,MODY
10,54525139,54531460,MBL2,-,MODY
10,60144902,60158990,TFAM,+,MODY
10,64571755,64576126,EGR2,-,MODY
10,71331790,71333210,NEUROG3,-,MODY
10,72357103,72362531,PRF1,-,MODY
10,72643266,72648541,PCBD1,-,MODY
10,73079009,73123147,SLC29A3,+,MODY
10,75183336,75193319,MSS51,-,MODY
10,79734906,79789298,POLR3A,-,MODY
10,88809958,88854776,GLUD1,-,MODY
10,89623194,89728532,PTEN,+,MODY
10,90750287,90775542,FAS,+,MODY
10,94352824,94415152,KIF11,+,MODY
10,95351592,95360993,RBP4,-,MODY
10,96522462,96612671,CYP2C19,+,MODY
10,96698414,96749148,CYP2C9,+,MODY
10,102747292,102754158,TWNK,+,MODY
10,104154336,104162286,NFKB2,+,MODY
10,104590287,104597290,CYP17A1,-,MODY
10,115803805,115806667,ADRB1,+,MODY
10,118305427,118327367,PNLIP,+,MODY
11,532241,535550,HRAS,-,MODY
11,612554,615999,IRF7,-,MODY
11,818900,825571,PNPLA2,+,MODY
11,2398546,2418649,CD81,+,MODY
11,3876932,4114440,STIM1,+,MODY
11,5246695,5248301,HBB,-,MODY
11,13513600,13517567,PTH,-,MODY
11,17406795,17410206,KCNJ11,-,MODY
11,17414431,17498449,ABCC8,-,MODY
11,31806339,31839509,PAX6,-,MODY
11,35160416,35253949,CD44,+,MODY
11,36589562,36601310,RAG1,+,MODY
11,36613492,36619829,RAG2,-,MODY
11,45907046,45928016,MAPK8IP1,+,MODY
11,46740742,46761056,F2,+,MODY
11,57365026,57382326,SERPING1,+,MODY
11,59596745,59612974,GIF,-,MODY
11,62457733,62475179,BSCL2,-,MODY
11,65769549,65771617,BANF1,+,MODY
11,66278118,66301084,BBS1,+,MODY
11,67250504,67258579,AIP,+,MODY
11,69455872,69469242,CCND1,+,MODY
11,70049268,70053508,FADD,+,MODY
11,71713910,71791573,NUMA1,-,MODY
11,71935881,71950188,INPPL1,+,MODY
11,73711325,73720282,UCP3,-,MODY
11,76777991,76837198,CAPN5,+,MODY
11,102660640,102668966,MMP1,-,MODY
11,107578100,107582787,SLN,-,MODY
11,108093558,108239826,ATM,+,MODY
11,111779349,111782473,CRYAB,-,MODY
11,111895537,111935002,DLAT,+,MODY
11,116660085,116663136,APOA5,-,MODY
11,116706468,116708338,APOA1,-,MODY
11,118175294,118186890,CD3E,+,MODY
11,118215058,118224497,CD3G,+,MODY
11,118895060,118901616,SLC37A4,-,MODY
12,5019072,5027422,KCNA1,+,MODY
12,6058039,6233836,VWF,-,MODY
12,6437922,6451283,TNFRSF1A,-,MODY
12,6554050,6560884,CD27,+,MODY
12,6898637,6929976,CD4,+,MODY
12,7167979,7178335,C1S,+,MODY
12,7187514,7245043,C1R,-,MODY
12,10269375,10282868,CLEC7A,-,MODY
12,12268960,12419811,LRP6,-,MODY
12,12870301,12875305,CDKN1B,+,MODY
12,21689122,21757781,GYS2,-,MODY
12,21788274,21810789,LDHB,-,MODY
12,21950323,22089628,ABCC9,-,MODY
12,25358179,25403854,KRAS,-,MODY
12,26488284,26986131,ITPR2,-,MODY
12,48366747,48398285,COL2A1,-,MODY
12,48499655,48540187,PFKM,+,MODY
12,49412757,49449107,KMT2D,-,MODY
12,58141509,58146230,CDK4,-,MODY
12,68548549,68553521,IFNG,-,MODY
12,100897137,100957645,NR1H4,+,MODY
12,102811453,102874378,IGF1,-,MODY
12,111890017,112037480,ATXN2,-,MODY
12,112856535,112947717,PTPN11,+,MODY
12,121416548,121440314,HNF1A,+,MODY
12,133200347,133263945,POLE,-,MODY
13,28494167,28500451,PDX1,+,MODY
13,37393338,37403740,RFXAP,+,MODY
13,41129800,41240734,FOXO1,-,MODY
13,43148290,43182149,TNFSF11,+,MODY
13,75858808,76056250,TBC1D4,-,MODY
13,96329392,96447243,DNAJC3,+,MODY
13,103696347,103719196,SLC10A2,-,MODY
13,110406183,110438914,IRS2,-,MODY
14,20937537,20946165,PNP,+,MODY
14,66974124,67648525,GPHN,+,MODY
14,73603142,73690399,PSEN1,+,MODY
14,76424441,76448092,TGFB3,-,MODY
14,81421868,81612646,TSHR,+,MODY
14,92434242,92506403,TRIP11,-,MODY
14,92524895,92572965,ATXN3,-,MODY
14,96001322,96011055,GLRX5,+,MODY
14,103388992,103397179,AMN,+,MODY
15,23888695,23892993,MAGEL2,-,MODY
15,23930553,23932450,NDN,-,MODY
15,25101697,25223729,SNRPN,+,MODY
15,43235097,43398286,UBR1,-,MODY
15,45003684,45010357,B2M,+,MODY
15,48700502,48937985,FBN1,-,MODY
15,51500253,51630795,CYP19A1,-,MODY
15,51739920,51914967,DMXL2,-,MODY
15,55495163,55563107,RAB27A,-,MODY
15,58724174,58861073,LIPC,+,MODY
15,66679210,66783882,MAP2K1,+,MODY
15,72978519,73030817,BBS4,+,MODY
15,74701629,74726299,SEMA7A,-,MODY
15,77287464,77329671,PSTPIP1,+,MODY
15,83517728,83621476,HOMER2,-,MODY
15,90207599,90222648,PLIN1,-,MODY
15,91260578,91358686,BLM,+,MODY
15,99192760,99507759,IGF1R,+,MODY
15,100106132,100256629,MEF2A,+,MODY
16,226678,227520,HBA1,+,MODY
16,730114,732768,STUB1,+,MODY
16,1840413,1843734,IGFALS,-,MODY
16,8891669,8943194,PMM2,+,MODY
16,10971054,11018840,CIITA,+,MODY
16,23194039,23228200,SCNN1G,+,MODY
16,28488599,28503623,CLN3,-,MODY
16,28889808,28915830,ATP2A1,+,MODY
16,28943259,28950668,CD19,+,MODY
16,28996146,29002104,LAT,+,MODY
16,30194730,30200397,CORO1A,+,MODY
16,31000576,31021829,STX1B,-,MODY
16,31470316,31478488,ARMC5,+,MODY
16,31494438,31502091,SLC5A2,+,MODY
16,50731049,50766987,NOD2,+,MODY
16,55513080,55540586,MMP2,+,MODY
16,56995834,57017756,CETP,+,MODY
16,67516473,67517716,AGRP,-,MODY
16,68771194,68869444,CDH1,+,MODY
16,70286296,70323412,AARS,-,MODY
16,72088507,72094955,HP,+,MODY
16,75661621,75681585,KARS,-,MODY
16,81115551,81129980,GCSH,-,MODY
16,81812898,81991899,PLCG2,+,MODY
16,83932729,83949787,MLYCD,+,MODY
16,85932773,85956211,IRF8,+,MODY
16,86600856,86602537,FOXC2,+,MODY
16,89803958,89883065,FANCA,-,MODY
17,62179,202633,RPH3AL,-,MODY
17,3511555,3539616,SHPK,-,MODY
17,3539761,3566397,CTNS,+,MODY
17,4801063,4806369,CHRNE,-,MODY
17,5417437,5487832,NLRP1,-,MODY
17,7571719,7590868,TP53,-,MODY
17,15133095,15164093,PMP22,-,MODY
17,16842397,16875402,TNFRSF13B,-,MODY
17,26083791,26127555,NOS2,-,MODY
17,32582295,32584220,CCL2,+,MODY
17,34198495,34207377,CCL5,-,MODY
17,36046433,36105096,HNF1B,-,MODY
17,40336077,40337470,HCRT,-,MODY
17,40351194,40428424,STAT5B,-,MODY
17,40465342,40540513,STAT3,-,MODY
17,40554466,40575338,CAVIN1,-,MODY
17,42325757,42345502,SLC4A1,-,MODY
17,45331207,45390077,ITGB3,+,MODY
17,45810609,45823485,TBX21,+,MODY
17,56347216,56358296,MPO,-,MODY
17,57059999,57184266,TRIM37,-,MODY
17,57774666,57784856,PTRH2,-,MODY
17,61554421,61575741,ACE,+,MODY
17,61994562,61996198,GH1,-,MODY
17,66507920,66529570,PRKAR1A,+,MODY
17,78152306,78183130,CARD14,+,MODY
17,79762009,79771889,GCGR,+,MODY
17,79993756,79995573,DCXR,-,MODY
18,2916991,3011945,LPIN2,-,MODY
18,9708227,9862553,RAB31,+,MODY
18,19749403,19782491,GATA6,+,MODY
18,21269561,21535029,LAMA3,+,MODY
18,28898051,28937393,DSG1,+,MODY
18,28956739,28993880,DSG4,+,MODY
18,43304091,43332485,SLC14A1,+,MODY
18,44681389,44702745,IER3IP1,-,MODY
18,47349155,47721451,MYO5B,-,MODY
18,48556582,48611411,SMAD4,+,MODY
18,58038563,58040001,MC4R,-,MODY
19,852290,856246,ELANE,+,MODY
19,1205797,1228434,STK11,+,MODY
19,3094407,3121454,GNA11,+,MODY
19,6677845,6720662,C3,-,MODY
19,7112265,7294011,INSR,-,MODY
19,7804880,7812464,CD209,-,MODY
19,8429010,8439257,ANGPTL4,+,MODY
19,10244021,10305755,DNMT1,-,MODY
19,10461203,10491248,TYK2,-,MODY
19,11200037,11244505,LDLR,+,MODY
19,11685474,11689801,ACP5,-,MODY
19,12757321,12777591,MAN2B1,-,MODY
19,12917427,12924462,RNASEH2A,+,MODY
19,13001942,13010813,GCDH,+,MODY
19,13317255,13617274,CACNA1A,-,MODY
19,14202506,14228559,PRKACA,-,MODY
19,17927321,17932383,INSL3,-,MODY
19,17982781,18005983,SLC5A5,+,MODY
19,18263987,18281343,PIK3R2,+,MODY
19,19303007,19312678,RFXANK,+,MODY
19,33321418,33360683,SLC7A9,-,MODY
19,35773409,35776045,HAMP,+,MODY
19,39405903,39421536,SARS2,-,MODY
19,39734271,39735609,IFNL3,-,MODY
19,40315989,40324841,DYRK1B,-,MODY
19,40736223,40791302,AKT2,-,MODY
19,41836811,41859831,TGFB1,-,MODY
19,41860321,41870078,B9D2,-,MODY
19,42363987,42375484,RPS19,+,MODY
19,42905665,42931578,LIPE,-,MODY
19,45409038,45412650,APOE,+,MODY
19,45504706,45541456,RELB,+,MODY
19,46268042,46272497,SIX5,-,MODY
19,46272975,46285815,DMPK,-,MODY
19,49458116,49464519,BAX,+,MODY
19,49471381,49496610,GYS1,-,MODY
19,50194364,50216988,CPT1C,+,MODY
19,50887579,50921275,POLD1,+,MODY
2,1417232,1546499,TPO,+,MODY
2,10183681,10194963,KLF11,+,MODY
2,11817704,11967533,LPIN1,+,MODY
2,15307031,15701472,NBAS,-,MODY
2,25383721,25391559,POMC,-,MODY
2,25962252,26101312,ASXL2,-,MODY
2,27309610,27323619,KHK,+,MODY
2,27719705,27746550,GCKR,+,MODY
2,44113362,44223144,LRPPRC,-,MODY
2,44502596,44547962,SLC3A1,+,MODY
2,45169036,45173216,SIX3,+,MODY
2,47168312,47303275,TTC7A,+,MODY
2,47596286,47614167,EPCAM,+,MODY
2,48010220,48034092,MSH6,+,MODY
2,50145642,51259674,NRXN1,-,MODY
2,69546900,69614386,GFPT1,-,MODY
2,71693831,71913893,DYSF,+,MODY
2,73612885,73837046,ALMS1,+,MODY
2,85884439,85895864,SFTPB,-,MODY
2,86066270,86116157,ST3GAL5,-,MODY
2,87011727,87018837,CD8A,-,MODY
2,88856258,88927094,EIF2AK3,-,MODY
2,98330030,98356323,ZAP70,+,MODY
2,109510926,109605828,EDAR,-,MODY
2,112656190,112786945,MERTK,+,MODY
2,113587336,113594356,IL1B,-,MODY
2,113885137,113891593,IL1RN,+,MODY
2,113973573,114036498,PAX8,-,MODY
2,127413510,127454251,GYPC,+,MODY
2,127805598,127864903,BIN1,-,MODY
2,128175995,128186822,PROC,+,MODY
2,163123588,163175218,IFIH1,-,MODY
2,169983618,170219122,LRP2,-,MODY
2,171673199,171717659,GAD1,+,MODY
2,172290760,172341562,DCAF17,+,MODY
2,175612322,175629200,CHRNA1,-,MODY
2,182540832,182545392,NEUROD1,-,MODY
2,191833761,191878976,STAT1,-,MODY
2,202047620,202086383,CASP10,+,MODY
2,202122753,202152434,CASP8,+,MODY
2,204732510,204738683,CTLA4,+,MODY
2,204801470,204826298,ICOS,+,MODY
2,208394615,208470284,CREB1,+,MODY
2,217277472,217347774,SMARCAL1,+,MODY
2,227596032,227663506,IRS1,-,MODY
2,228029280,228179508,COL4A3,+,MODY
2,228549925,228582745,SLC19A3,-,MODY
2,234216308,234255701,SAG,+,MODY
2,241526132,241538526,CAPN10,+,MODY
2,242792032,242801058,PDCD1,-,MODY
20,2442280,2451499,SNRPB,-,MODY
20,3063201,3065370,AVP,-,MODY
20,6748744,6760910,BMP2,+,MODY
20,10385427,10414887,MKKS,-,MODY
20,10618331,10654694,JAG1,-,MODY
20,23583046,23586610,CST9,-,MODY
20,30225690,30232800,COX4I2,+,MODY
20,32848170,32857148,ASIP,+,MODY
20,32951040,33099198,ITCH,+,MODY
20,35520226,35580246,SAMHD1,-,MODY
20,42984440,43036115,HNF4A,+,MODY
20,43248162,43280376,ADA,-,MODY
20,43595119,43708593,STK4,+,MODY
20,44637546,44645200,MMP9,+,MODY
20,44746905,44758384,CD40,+,MODY
20,45338278,45364985,SLC2A10,+,MODY
20,48120410,48184707,PTGIS,-,MODY
20,50400582,50419048,SALL4,-,MODY
20,54823787,54824871,MC3R,+,MODY
20,56071020,56100183,CTCFL,-,MODY
20,57414794,57486250,GNAS,+,MODY
21,19641432,19775970,TMPRSS15,-,MODY
21,27252860,27543138,APP,-,MODY
21,45705720,45718102,AIRE,+,MODY
21,47556175,47575481,FTCD,-,MODY
21,47744035,47865682,PCNT,+,MODY
22,17565848,17596584,IL17RA,+,MODY
22,17660191,17690779,ADA2,-,MODY
22,19744225,19754855,TBX1,+,MODY
22,24129149,24176705,SMARCB1,+,MODY
22,39619684,39640957,PDGFB,-,MODY
22,41865128,41924993,ACO2,+,MODY
22,42321035,42322821,TNFRSF13C,-,MODY
22,51113069,51171640,SHANK3,+,MODY
3,4535031,4889524,ITPR1,+,MODY
3,8775485,8788451,CAV3,+,MODY
3,9791627,9799089,OGG1,+,MODY
3,9908393,9921938,CIDEC,-,MODY
3,10183318,10195354,VHL,+,MODY
3,12393000,12475855,PPARG,+,MODY
3,38048986,38066278,PLCD1,-,MODY
3,38179968,38184512,MYD88,+,MODY
3,38738836,38835501,SCN10A,-,MODY
3,46411632,46417697,CCR5,+,MODY
3,48445260,48470872,PLXNB1,-,MODY
3,48506918,48509044,TREX1,+,MODY
3,48601505,48632593,COL7A1,-,MODY
3,49158546,49170599,LAMB2,-,MODY
3,49454210,49460111,AMT,-,MODY
3,52109248,52188706,POC1A,-,MODY
3,53195222,53226733,PRKCD,+,MODY
3,57261764,57307498,APPL1,+,MODY
3,71820805,71834357,PROK2,-,MODY
3,87308782,87325737,POU1F1,-,MODY
3,93591880,93692934,PROS1,-,MODY
3,97483594,97517373,ARL6,+,MODY
3,100428385,100467811,TFG,+,MODY
3,114056946,114102489,ZBTB20,-,MODY
3,121903180,122005344,CASR,+,MODY
3,127771211,127790526,SEC61A1,+,MODY
3,128444978,128533641,RAB7A,+,MODY
3,128886657,128902810,CNBP,-,MODY
3,132399452,132441303,NPHP3,-,MODY
3,133464799,133497850,TF,+,MODY
3,148415657,148460790,AGTR1,+,MODY
3,148890289,148939832,CP,-,MODY
3,165490691,165555253,BCHE,-,MODY
3,170714136,170744768,SLC2A2,-,MODY
3,178866310,178952497,PIK3CA,+,MODY
3,184908411,184971886,EHHADH,-,MODY
3,186560462,186576252,ADIPOQ,+,MODY
3,196433147,196439123,CEP19,-,MODY
4,980784,998317,IDUA,+,MODY
4,2845583,2931802,ADD1,+,MODY
4,3076407,3245687,SLC6A4,+,MODY
4,3076407,3245687,HTT,+,MODY
4,6271576,6304992,WFS1,+,MODY
4,25121626,25162204,SEPSECS,-,MODY
4,52886860,52904485,SGCB,-,MODY
4,57333761,57369847,SRP72,+,MODY
4,83343716,83351378,HNRNPDL,-,MODY
4,89011415,89080011,ABCG2,-,MODY
4,100467863,100485189,TRMT10A,-,MODY
4,100485239,100545154,MTTP,+,MODY
4,103422485,103538459,NFKB1,+,MODY
4,103790134,103813963,CISD2,+,MODY
4,108910869,108956331,HADH,+,MODY
4,110661847,110723335,CFI,-,MODY
4,123533782,123542212,IL21,-,MODY
4,145030455,145061904,GYPA,-,MODY
4,151185810,151936649,LRBA,-,MODY
4,156845269,156875048,CTSO,-,MODY
4,156845269,156875048,CTSK,-,MODY
5,14664782,14699842,OTULIN,+,MODY
5,35856976,35879705,IL7R,+,MODY
5,37812778,37835929,GDNF,-,MODY
5,41730166,41870791,OXCT1,-,MODY
5,42423876,42721980,GHR,+,MODY
5,44305096,44388784,FGF10,-,MODY
5,58264865,59189621,PDE4D,-,MODY
5,60169658,60240905,ERCC8,-,MODY
5,67511583,67597649,PIK3R1,+,MODY
5,68788118,68853931,OCLN,+,MODY
5,73980968,74017113,HEXB,+,MODY
5,74666927,74807806,COL4A3BP,-,MODY
5,79950466,80172634,MSH3,+,MODY
5,82373316,82649579,XRCC4,+,MODY
5,95726039,95768985,PCSK1,-,MODY
5,126112314,126172712,LMNB1,+,MODY
5,138855112,138862343,TMEM173,-,MODY
5,142657495,142784045,NR3C1,-,MODY
5,147204142,147211260,SPINK1,-,MODY
5,149109814,149234585,PPARGC1B,+,MODY
5,156607906,156682109,ITK,+,MODY
5,158741790,158757481,IL12B,-,MODY
5,172659106,172662315,NKX2-5,-,MODY
6,6144310,6320924,F13A1,-,MODY
6,7541869,7586946,DSP,+,MODY
6,10873455,10882098,GCM2,-,MODY
6,12290528,12297427,EDN1,+,MODY
6,18128544,18155374,TPMT,-,MODY
6,26087508,26095469,HFE,+,MODY
6,29624757,29640149,MOG,+,MODY
6,29640168,29644931,ZFP57,-,MODY
6,31895265,31919861,CFB,+,MODY
6,32006092,32009447,CYP21A2,+,MODY
6,32627240,32634466,HLA-DQB1,-,MODY
6,32808493,32811816,PSMB8,-,MODY
6,32812985,32821748,TAP1,-,MODY
6,35465650,35480647,TULP1,-,MODY
6,43737945,43754223,VEGFA,+,MODY
6,49398072,49431041,MUT,-,MODY
6,50786438,50815326,TFAP2B,+,MODY
6,52101483,52109298,IL17F,-,MODY
6,70925742,71012786,COL9A1,-,MODY
6,83874592,83903655,PGM3,-,MODY
6,86159301,86205509,NT5E,+,MODY
6,100836749,100911811,SIM1,-,MODY
6,111876580,111927477,TRAF3IP2,-,MODY
6,112429133,112575917,LAMA4,-,MODY
6,117198375,117253326,RFX6,+,MODY
6,132129155,132216295,ENPP1,+,MODY
6,138188324,138204451,TNFAIP3,+,MODY
6,143743968,143771841,ADAT2,-,MODY
6,149721494,149722182,SUMO4,+,MODY
6,152128453,152424408,ESR1,+,MODY
7,2945709,3083509,CARD11,-,MODY
7,22766765,22771621,IL6,+,MODY
7,42000547,42276618,GLI3,-,MODY
7,44183869,44198887,GCK,-,MODY
7,66452689,66460588,SBDS,-,MODY
7,73442426,73484236,ELN,+,MODY
7,74188308,74203659,NCF1,+,MODY
7,75931874,75933614,HSPB1,+,MODY
7,80275644,80303734,CD36,+,MODY
7,87031360,87105019,ABCB4,-,MODY
7,92728825,92747336,SAMD9,-,MODY
7,94927668,94953884,PON1,-,MODY
7,100318422,100321323,EPO,+,MODY
7,100770369,100782547,SERPINE1,+,MODY
7,107301079,107358252,SLC26A4,+,MODY
7,113516881,113559082,PPP1R3A,-,MODY
7,116164838,116201239,CAV1,+,MODY
7,117120016,117308718,CFTR,+,MODY
7,127250345,127255780,PAX4,-,MODY
7,127881330,127897682,LEP,+,MODY
7,128577993,128590088,IRF5,+,MODY
7,142457318,142460927,PRSS1,+,MODY
7,148504463,148581441,EZH2,-,MODY
7,148936741,148952700,ZNF212,+,MODY
7,150750898,150755052,CDK5,-,MODY
8,11351520,11422108,BLK,+,MODY
8,17721899,17753047,FGL1,-,MODY
8,19796581,19824770,LPL,+,MODY
8,21971931,21988565,HR,-,MODY
8,22022652,22069840,BMP1,+,MODY
8,27348518,27402439,EPHX2,+,MODY
8,30890777,31031277,WRN,+,MODY
8,38000217,38008600,STAR,-,MODY
8,41510743,41754280,ANK1,-,MODY
8,42128819,42190171,IKBKB,+,MODY
8,65508528,65711348,CYP7B1,-,MODY
8,66933790,67012755,DNAJC5B,+,MODY
8,67088611,67090846,CRH,-,MODY
8,90945563,90996899,NBN,-,MODY
8,99129520,99172069,POP1,+,MODY
8,100025493,100889814,VPS13B,+,MODY
8,126104082,126379367,NSMCE2,+,MODY
8,133879204,134147143,TG,+,MODY
8,145149959,145152428,CYC1,+,MODY
8,145538246,145550567,DGAT1,-,MODY
8,145736666,145743210,RECQL4,-,MODY
9,214864,465259,DOCK8,+,MODY
9,3824127,4300035,GLIS3,-,MODY
9,5163862,5185618,INSL6,-,MODY
9,6532463,6645692,GLDC,-,MODY
9,33384947,33402517,AQP7,-,MODY
9,71650478,71693993,FXN,+,MODY
9,94972489,95056038,IARS,-,MODY
9,97365420,97401923,FBP1,-,MODY
9,107543283,107690527,ABCA1,-,MODY
9,127243514,127269699,NR5A1,-,MODY
9,130374485,130454995,STXBP1,+,MODY
9,131102838,131123749,SLC27A4,+,MODY
9,132575220,132586441,TOR1A,-,MODY
9,135937364,135947250,CEL,+,MODY
9,136287119,136324508,ADAMTS13,+,MODY
9,139567594,139581911,AGPAT2,-,MODY
9,140513443,140730578,EHMT1,+,MODY
1,22148736,22263750,HSPG2,-,Monogenic_AMD
1,65886130,66103176,LEPR,+,Monogenic_AMD
1,94458393,94586705,ABCA4,-,Monogenic_AMD
1,111659953,111682838,DRAM2,-,Monogenic_AMD
1,156561557,156564091,NAXE,+,Monogenic_AMD
1,169433148,169455208,SLC19A2,-,Monogenic_AMD
1,172628184,172636012,FASLG,+,Monogenic_AMD
1,185703682,186160085,HMCN1,+,Monogenic_AMD
1,193091087,193223942,CDC73,+,Monogenic_AMD
1,196621007,196716634,CFH,+,Monogenic_AMD
1,196743929,196763203,CFHR3,+,Monogenic_AMD
1,211649863,211666259,RD3,-,Monogenic_AMD
1,247579457,247612406,NLRP3,+,Monogenic_AMD
10,44872509,44880545,CXCL12,-,Monogenic_AMD
10,71029755,71161637,HK1,+,Monogenic_AMD
10,89623194,89728532,PTEN,+,Monogenic_AMD
10,90750287,90775542,FAS,+,Monogenic_AMD
10,95351592,95360993,RBP4,-,Monogenic_AMD
10,105791045,105845638,COL17A1,-,Monogenic_AMD
10,124214178,124216868,ARMS2,+,Monogenic_AMD
11,1861431,1862910,TNNI2,+,Monogenic_AMD
11,13513600,13517567,PTH,-,Monogenic_AMD
11,61717355,61731066,BEST1,+,Monogenic_AMD
11,62380212,62382592,ROM1,+,Monogenic_AMD
11,68080107,68216743,LRP5,+,Monogenic_AMD
11,69455872,69469242,CCND1,+,Monogenic_AMD
11,76777991,76837198,CAPN5,+,Monogenic_AMD
11,86656716,86666440,FZD4,-,Monogenic_AMD
12,28111016,28124916,PTHLH,-,Monogenic_AMD
12,102811453,102874378,IGF1,-,Monogenic_AMD
13,20761603,20767114,GJB2,-,Monogenic_AMD
13,41129800,41240734,FOXO1,-,Monogenic_AMD
13,110801309,110959496,COL4A1,-,Monogenic_AMD
14,21152335,21162345,ANG,+,Monogenic_AMD
14,68213236,68283306,ZFYVE26,-,Monogenic_AMD
14,92335754,92414046,FBLN5,-,Monogenic_AMD
15,41221530,41231258,DLL4,+,Monogenic_AMD
15,99192760,99507759,IGF1R,+,Monogenic_AMD
16,16243421,16317328,ABCC6,-,Monogenic_AMD
16,17196180,17564738,XYLT1,-,Monogenic_AMD
16,55513080,55540586,MMP2,+,Monogenic_AMD
17,1665258,1680859,SERPINF1,+,Monogenic_AMD
17,5417437,5487832,NLRP1,-,Monogenic_AMD
17,6354582,6459877,PITPNM3,-,Monogenic_AMD
17,7571719,7590868,TP53,-,Monogenic_AMD
17,7905987,7923658,GUCY2D,+,Monogenic_AMD
17,32582295,32584220,CCL2,+,Monogenic_AMD
17,45331207,45390077,ITGB3,+,Monogenic_AMD
17,48423392,48438512,XYLT2,+,Monogenic_AMD
17,61994562,61996198,GH1,-,Monogenic_AMD
17,71189172,71204645,COG1,+,Monogenic_AMD
17,74523667,74541458,PRCD,+,Monogenic_AMD
18,9708227,9862553,RAB31,+,Monogenic_AMD
18,10670243,11148761,PIEZO2,-,Monogenic_AMD
19,3769088,3772219,RAX2,-,Monogenic_AMD
19,7112265,7294011,INSR,-,Monogenic_AMD
19,45409038,45412650,APOE,+,Monogenic_AMD
19,45854648,45873845,ERCC2,-,Monogenic_AMD
2,56093096,56151298,EFEMP1,-,Monogenic_AMD
2,73612885,73837046,ALMS1,+,Monogenic_AMD
2,136871918,136875725,CXCR4,-,Monogenic_AMD
2,228029280,228179508,COL4A3,+,Monogenic_AMD
2,241808161,241818536,AGXT,+,Monogenic_AMD
21,33031934,33041243,SOD1,+,Monogenic_AMD
21,45748826,45759285,C21orf2,-,Monogenic_AMD
22,33196801,33259028,TIMP3,+,Monogenic_AMD
3,10183318,10195354,VHL,+,Monogenic_AMD
3,39304984,39323226,CX3CR1,-,Monogenic_AMD
3,41240941,41281939,CTNNB1,+,Monogenic_AMD
3,46411632,46417697,CCR5,+,Monogenic_AMD
3,50654561,50686728,MAPKAPK3,+,Monogenic_AMD
3,63884074,63989136,ATXN7,+,Monogenic_AMD
3,100941389,101039419,IMPG2,-,Monogenic_AMD
3,148890289,148939832,CP,-,Monogenic_AMD
3,193310932,193415600,OPA1,+,Monogenic_AMD
3,195965252,196014584,PCYT1A,-,Monogenic_AMD
4,13369346,13485989,RAB28,-,Monogenic_AMD
4,15969848,16077741,PROM1,-,Monogenic_AMD
4,55944425,55991762,KDR,-,Monogenic_AMD
4,57897236,57976551,IGFBP7,-,Monogenic_AMD
4,128838959,128887139,MFSD8,-,Monogenic_AMD
4,155665162,155674270,LRAT,+,Monogenic_AMD
4,186990308,187006252,TLR3,+,Monogenic_AMD
5,127593600,127873735,FBN2,-,Monogenic_AMD
5,149493401,149535422,PDGFRB,-,Monogenic_AMD
5,151040656,151066615,SPARC,-,Monogenic_AMD
